year,Fixed Cost,Net Energy + AS Revenue,Gen Cap Value,GHG Cost,GHG Value,Resource,Vintage
2044,57890,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2036
2045,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2046,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2047,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2048,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2049,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2050,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2051,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2052,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2053,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2054,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2055,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2056,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2057,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2058,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2059,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2060,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2061,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2062,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2063,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2064,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2065,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2036
2037,57460,35786.67118,32.89176,0.0,27327.88332168446,generic_solar,2037
2038,57460,33236.93016,30.911328000000005,0.0,29685.328082293126,generic_solar,2037
2039,57460,30997.57027,28.930932,0.0,31577.499383784183,generic_solar,2037
2040,57460,29045.22632,25.090632,0.0,33184.514471436974,generic_solar,2037
2041,57460,26716.42008,21.715055999999997,0.0,35020.57105054323,generic_solar,2037
2042,57460,24651.73761,18.339516,0.0,36894.351468367655,generic_solar,2037
2043,57460,22836.18082,14.963832000000002,0.0,38364.11620186958,generic_solar,2037
2044,57460,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2037
2045,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2046,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2047,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2048,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2049,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2050,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2051,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2052,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2053,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2054,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2055,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2056,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2057,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2058,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2059,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2060,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2061,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2062,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2063,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2064,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2065,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2066,57460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2037
2038,57030,33236.93016,30.911328000000005,0.0,29685.328082293126,generic_solar,2038
2039,57030,30997.57027,28.930932,0.0,31577.499383784183,generic_solar,2038
2040,57030,29045.22632,25.090632,0.0,33184.514471436974,generic_solar,2038
2041,57030,26716.42008,21.715055999999997,0.0,35020.57105054323,generic_solar,2038
2042,57030,24651.73761,18.339516,0.0,36894.351468367655,generic_solar,2038
2043,57030,22836.18082,14.963832000000002,0.0,38364.11620186958,generic_solar,2038
2044,57030,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2038
2045,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2046,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2047,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2048,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2049,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2050,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2051,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2052,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2053,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2054,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2055,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2056,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2057,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2058,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2059,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2060,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2061,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2062,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2063,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2064,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2065,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2066,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2067,57030,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2038
2039,56590,30997.57027,28.930932,0.0,31577.499383784183,generic_solar,2039
2040,56590,29045.22632,25.090632,0.0,33184.514471436974,generic_solar,2039
2041,56590,26716.42008,21.715055999999997,0.0,35020.57105054323,generic_solar,2039
2042,56590,24651.73761,18.339516,0.0,36894.351468367655,generic_solar,2039
2043,56590,22836.18082,14.963832000000002,0.0,38364.11620186958,generic_solar,2039
2044,56590,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2039
2045,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2046,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2047,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2048,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2049,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2050,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2051,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2052,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2053,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2054,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2055,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2056,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2057,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2058,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2059,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2060,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2061,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2062,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2063,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2064,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2065,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2066,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2067,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2068,56590,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2039
2040,56150,29045.22632,25.090632,0.0,33184.514471436974,generic_solar,2040
2041,56150,26716.42008,21.715055999999997,0.0,35020.57105054323,generic_solar,2040
2042,56150,24651.73761,18.339516,0.0,36894.351468367655,generic_solar,2040
2043,56150,22836.18082,14.963832000000002,0.0,38364.11620186958,generic_solar,2040
2044,56150,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2040
2045,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2046,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2047,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2048,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2049,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2050,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2051,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2052,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2053,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2054,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2055,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2056,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2057,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2058,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2059,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2060,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2061,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2062,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2063,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2064,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2065,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2066,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2067,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2068,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2069,56150,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2040
2041,55710,26716.42008,21.715055999999997,0.0,35020.57105054323,generic_solar,2041
2042,55710,24651.73761,18.339516,0.0,36894.351468367655,generic_solar,2041
2043,55710,22836.18082,14.963832000000002,0.0,38364.11620186958,generic_solar,2041
2044,55710,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2041
2045,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2046,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2047,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2048,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2049,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2050,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2051,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2052,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2053,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2054,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2055,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2056,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2057,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2058,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2059,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2060,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2061,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2062,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2063,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2064,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2065,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2066,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2067,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2068,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2069,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2070,55710,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2041
2042,55280,24651.73761,18.339516,0.0,36894.351468367655,generic_solar,2042
2043,55280,22836.18082,14.963832000000002,0.0,38364.11620186958,generic_solar,2042
2044,55280,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2042
2045,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2046,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2047,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2048,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2049,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2050,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2051,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2052,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2053,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2054,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2055,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2056,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2057,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2058,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2059,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2060,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2061,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2062,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2063,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2064,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2065,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2066,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2067,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2068,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2069,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2070,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2071,55280,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2042
2043,54840,22836.18082,14.963832000000002,0.0,38364.11620186958,generic_solar,2043
2044,54840,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2043
2045,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2046,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2047,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2048,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2049,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2050,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2051,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2052,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2053,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2054,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2055,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2056,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2057,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2058,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2059,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2060,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2061,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2062,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2063,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2064,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2065,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2066,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2067,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2068,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2069,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2070,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2071,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2072,54840,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2043
2044,54400,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2044
2045,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2046,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2047,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2048,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2049,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2050,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2051,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2052,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2053,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2054,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2055,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2056,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2057,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2058,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2059,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2060,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2061,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2062,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2063,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2064,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2065,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2066,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2067,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2068,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2069,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2070,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2071,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2072,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2073,54400,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2044
2045,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2046,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2047,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2048,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2049,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2050,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2051,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2052,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2053,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2054,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2055,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2056,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2057,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2058,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2059,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2060,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2061,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2062,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2063,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2064,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2065,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2066,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2067,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2068,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2069,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2070,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2071,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2072,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2073,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2074,53970,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2045
2046,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2047,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2048,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2049,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2050,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2051,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2052,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2053,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2054,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2055,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2056,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2057,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2058,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2059,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2060,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2061,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2062,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2063,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2064,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2065,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2066,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2067,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2068,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2069,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2070,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2071,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2072,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2073,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2074,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2075,53530,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2046
2047,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2048,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2049,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2050,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2051,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2052,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2053,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2054,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2055,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2056,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2057,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2058,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2059,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2060,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2061,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2062,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2063,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2064,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2065,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2066,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2067,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2068,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2069,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2070,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2071,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2072,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2073,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2074,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2075,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2076,53090,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2047
2048,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2049,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2050,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2051,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2052,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2053,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2054,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2055,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2056,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2057,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2058,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2059,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2060,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
